sample	ST	NewST	Contamination	arcc	aroe	glpf	gmk	pta	tpi	yqil	CC	ref	collection
14623_6#23	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_6#24	45			10	14	8	6	10	3	2	45	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC45_CA-347.fa	coll2017
14623_6#25	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_6#26	5			1	4	1	4	12	1	10	5	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC5_N315.dna	coll2017
14623_6#27	59			19	23	15	2	19	20	15	59	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC59_M013.fa	coll2017
14623_6#28	772			1	1	1	1	22	1	1	1	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC1_MW2.fasta	coll2017
14623_6#29	36			2	2	2	2	3	3	2	30	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC30_MRSA252.fasta	coll2017
14623_6#30	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_6#31	1			1	1	1	1	1	1	1	1	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC1_MW2.fasta	coll2017
14623_6#32	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_6#33	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_6#34	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_6#35	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_6#36	30			2	2	2	2	6	3	2	30	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC30_MRSA252.fasta	coll2017
14623_6#37	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_6#38	5			1	4	1	4	12	1	10	5	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC5_N315.dna	coll2017
14623_6#39	5			1	4	1	4	12	1	10	5	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC5_N315.dna	coll2017
14623_6#40	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_6#41	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_6#42	5			1	4	1	4	12	1	10	5	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC5_N315.dna	coll2017
14623_6#43	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_6#44	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_6#45	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_6#46	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_6#47	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_6#48	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_6#49	36			2	2	2	2	3	3	2	30	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC30_MRSA252.fasta	coll2017
14623_6#50	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_6#51	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_6#52	45			10	14	8	6	10	3	2	45	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC45_CA-347.fa	coll2017
14623_6#53	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_6#54	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_6#55	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_6#56	2632	Unknown		4	3	1	1	11	72	U	361	NoCloseReference	coll2017
14623_6#57	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_6#58	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_6#59	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_6#60	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_6#61	5			1	4	1	4	12	1	10	5	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC5_N315.dna	coll2017
14623_6#62	8			3	3	1	1	4	4	3	8	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC8_USA300_FPR3757.dna	coll2017
14623_6#63	30			2	2	2	2	6	3	2	30	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC30_MRSA252.fasta	coll2017
14623_6#64	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_6#65	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_6#66	30			2	2	2	2	6	3	2	30	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC30_MRSA252.fasta	coll2017
14623_6#67	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_6#68	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_6#69	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_6#70	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_6#71	47			10	11	8	6	10	3	2	45	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC45_CA-347.fa	coll2017
14623_6#72	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_6#73	100			1	65	1	4	12	1	10	5	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC5_N315.dna	coll2017
14623_6#75	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_6#76	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_6#77	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_6#78	5			1	4	1	4	12	1	10	5	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC5_N315.dna	coll2017
14623_6#79	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_6#80	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_6#81	152			46	75	49	44	13	68	60	152	NoCloseReference	coll2017
14623_6#82	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_6#83	45			10	14	8	6	10	3	2	45	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC45_CA-347.fa	coll2017
14623_6#84	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_6#85	80			1	3	1	14	11	51	10	80	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC80_11819-97.fa	coll2017
14623_6#86	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_6#87	5			1	4	1	4	12	1	10	5	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC5_N315.dna	coll2017
14623_6#88	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_6#89	1			1	1	1	1	1	1	1	1	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC1_MW2.fasta	coll2017
14623_6#90	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_7#1	8			3	3	1	1	4	4	3	8	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC8_USA300_FPR3757.dna	coll2017
14623_7#2	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_7#3	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_7#4	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_7#5	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_7#6	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_7#7	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_7#8	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_7#9	1			1	1	1	1	1	1	1	1	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC1_MW2.fasta	coll2017
14623_7#10	59			19	23	15	2	19	20	15	59	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC59_M013.fa	coll2017
14623_7#11	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_7#12	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_7#13	1943			18	153	260	18	7	223	5	1943	NoCloseReference	coll2017
14623_7#14	1			1	1	1	1	1	1	1	1	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC1_MW2.fasta	coll2017
14623_7#15	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_7#16	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_7#17	1			1	1	1	1	1	1	1	1	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC1_MW2.fasta	coll2017
14623_7#18	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_7#19	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_7#20	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_7#21	36			2	2	2	2	3	3	2	30	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC30_MRSA252.fasta	coll2017
14623_7#22	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_7#23	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_7#24	59			19	23	15	2	19	20	15	59	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC59_M013.fa	coll2017
14623_7#25	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_7#26	45			10	14	8	6	10	3	2	45	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC45_CA-347.fa	coll2017
14623_7#27	36			2	2	2	2	3	3	2	30	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC30_MRSA252.fasta	coll2017
14623_7#28	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_7#29	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_7#30	45			10	14	8	6	10	3	2	45	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC45_CA-347.fa	coll2017
14623_7#31	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_7#32	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_7#33	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_7#34	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_7#35	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_7#36	8			3	3	1	1	4	4	3	8	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC8_USA300_FPR3757.dna	coll2017
14623_7#37	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_7#38	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_7#39	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_7#40	36			2	2	2	2	3	3	2	30	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC30_MRSA252.fasta	coll2017
14623_7#41	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_7#42	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_7#43	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_7#44	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_7#45	1			1	1	1	1	1	1	1	1	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC1_MW2.fasta	coll2017
14623_7#46	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_7#47	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_7#48	45			10	14	8	6	10	3	2	45	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC45_CA-347.fa	coll2017
14623_7#49	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_7#50	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_7#51	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_7#52	1			1	1	1	1	1	1	1	1	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC1_MW2.fasta	coll2017
14623_7#53	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_7#55	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_7#56	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_7#57	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_7#58	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_7#59	1			1	1	1	1	1	1	1	1	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC1_MW2.fasta	coll2017
14623_7#60	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_7#61	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_7#62	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_7#63	2632	Unknown		1	4	U	4	12	81	10	5	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC5_N315.dna	coll2017
14623_7#64	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_7#65	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_7#66	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_7#67	2632	Unknown		7	6	1	U	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_7#68	46			10	14	8	6	14	3	2	45	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC45_CA-347.fa	coll2017
14623_7#69	361			4	3	1	1	11	72	64	361	NoCloseReference	coll2017
14623_7#70	8			3	3	1	1	4	4	3	8	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC8_USA300_FPR3757.dna	coll2017
14623_7#71	88			22	1	14	23	12	4	31	88	NoCloseReference	coll2017
14623_7#72	80			1	3	1	14	11	51	10	80	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC80_11819-97.fa	coll2017
14623_7#73	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_7#74	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_7#75	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_7#76	1245			6	193	45	2	7	58	52	130	NoCloseReference	coll2017
14623_7#77	772			1	1	1	1	22	1	1	1	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC1_MW2.fasta	coll2017
14623_7#78	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_7#79	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_7#80	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_7#81	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_7#82	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_7#83	45			10	14	8	6	10	3	2	45	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC45_CA-347.fa	coll2017
14623_7#84	59			19	23	15	2	19	20	15	59	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC59_M013.fa	coll2017
14623_7#85	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_7#86	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_7#87	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_7#88	130			6	57	45	2	7	58	52	130	NoCloseReference	coll2017
14623_7#89	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_7#90	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_8#1	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_8#2	1049	Unknown		10	14	U	6	10	3	2	45	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC45_CA-347.fa	coll2017
14623_8#3	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_8#4	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_8#5	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_8#6	45			10	14	8	6	10	3	2	45	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC45_CA-347.fa	coll2017
14623_8#7	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_8#8	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_8#9	1			1	1	1	1	1	1	1	1	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC1_MW2.fasta	coll2017
14623_8#10	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_8#11	1139			7	6	1	5	8	144	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_8#12	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_8#13	2046			7	6	1	5	8	8	232	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_8#14	72			1	4	1	8	4	4	3	72	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC72_CN1.fa 	coll2017
14623_8#15	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_8#16	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_8#17	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
