sampleId	Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	N50	N75	L50	L75	# N's per 100 kbp
14623_8#73	14623_8#73.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	46	29	25	24	22	18	2754131	2746849	2736596	2731278	2696234	2542887	33	436012	2749162	145915	102832	5	11	0.73
14623_8#74	14623_8#74.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	38	32	29	28	23	17	2849994	2846923	2838776	2833564	2747042	2517450	33	385177	2847896	146319	86721	6	12	0.53
14623_8#77	14623_8#77.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	34	30	27	27	26	16	2859034	2857242	2849160	2849160	2825627	2443172	32	382253	2858333	150816	87025	6	12	0.91
14623_8#78	14623_8#78.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	34	23	19	19	17	12	2749820	2745815	2736382	2736382	2688365	2484008	23	734505	2745815	217484	123867	4	8	0.73
14623_8#79	14623_8#79.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	46	38	29	29	27	18	2829460	2826211	2804938	2804938	2760328	2405713	40	282982	2827380	135307	87009	8	14	0.78
14623_8#7	14623_8#7.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	40	31	27	26	24	16	2840212	2835474	2826228	2816765	2771340	2466638	35	335209	2838288	174032	110689	6	12	0.92
14623_8#80	14623_8#80.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	42	34	29	28	22	18	2847243	2843826	2835066	2826018	2713236	2585203	37	334200	2845446	150665	108035	7	12	1.12
14623_8#81	14623_8#81.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	55	40	35	32	27	18	2834202	2828383	2816022	2794241	2709559	2376067	41	292842	2828912	146059	67703	7	14	0.92
14623_8#82	14623_8#82.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	55	39	31	30	26	17	2851527	2844907	2825905	2819830	2741560	2416385	41	453986	2846243	136723	75188	7	13	1.12
14623_8#83	14623_8#83.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	59	20	17	16	14	11	2822157	2806040	2800068	2794292	2759942	2647418	25	1063544	2809524	451227	132212	2	5	0.75
14623_8#84	14623_8#84.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	40	35	29	29	27	16	2756202	2753916	2738857	2738857	2697906	2275806	37	476157	2755224	155565	66580	6	13	0.62
14623_8#85	14623_8#85.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	59	43	37	36	30	15	2862006	2855230	2838749	2833567	2722767	2183115	45	363797	2856940	147069	54366	7	15	1.12
14623_8#86	14623_8#86.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	49	39	33	32	25	19	2848702	2844188	2827372	2822192	2701299	2475378	42	267322	2846310	150666	81329	8	14	0.95
14623_8#87	14623_8#87.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	40	22	17	16	11	9	2863172	2856441	2843238	2837703	2735905	2657252	24	738426	2857807	434179	158998	3	6	0.63
14623_8#8	14623_8#8.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	79	27	23	23	21	14	2809484	2788707	2778378	2778378	2733763	2454604	34	403523	2792964	214272	123158	5	10	0.68
14623_8#90	14623_8#90.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	36	33	30	30	27	17	2783599	2782221	2774156	2774156	2717294	2334452	34	531445	2782934	121819	59778	6	13	0.68
14672_2#10	14672_2#10.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	35	32	29	29	23	16	2766766	2765214	2757228	2757228	2653710	2389557	33	403651	2765939	150589	86906	6	12	0.58
14672_2#13	14672_2#13.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	26	26	22	21	17	12	2780085	2780085	2773228	2767672	2678176	2504385	26	782840	2780085	210212	137566	3	7	0.47
14672_2#14	14672_2#14.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	45	40	37	36	30	19	2868202	2865227	2854549	2846105	2740311	2346924	44	292715	2867847	125558	60126	8	16	0.80
14672_2#15	14672_2#15.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	30	26	24	23	22	16	2789251	2787025	2781446	2773006	2749464	2516491	28	403880	2788435	194218	107962	5	10	0.72
14672_2#16	14672_2#16.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	37	34	31	30	25	18	2787329	2785481	2778760	2771631	2685080	2427694	36	351669	2786969	145937	70837	6	13	0.61
14672_2#17	14672_2#17.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	33	32	28	27	23	17	2789064	2788606	2778406	2769961	2684981	2464564	32	559883	2788606	145984	81382	5	12	0.54
14672_2#18	14672_2#18.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	20	17	16	16	13	10	2754021	2752609	2751551	2751551	2692402	2578598	18	1004252	2753322	469263	161115	2	5	1.13
14672_2#19	14672_2#19.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	38	32	31	30	26	16	2816182	2812935	2811015	2805805	2740715	2362333	34	531348	2814619	146385	79413	6	13	0.75
14672_2#1	14672_2#1.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	39	31	28	27	26	17	2800479	2795947	2786825	2779697	2759475	2406866	35	588114	2798874	125461	64385	5	12	0.61
14672_2#22	14672_2#22.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	39	35	32	31	25	18	2818316	2816121	2807963	2802723	2690400	2425194	37	565771	2817537	125432	70278	6	13	0.71
14672_2#23	14672_2#23.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	44	39	33	32	27	17	2828146	2825246	2807491	2799058	2705347	2321868	42	447833	2827361	124828	60500	7	14	0.92
14672_2#24	14672_2#24.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	36	33	29	27	22	12	2734243	2732458	2720532	2708291	2631265	2278902	35	422647	2733890	178202	85192	5	10	1.32
14672_2#25	14672_2#25.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	41	37	33	31	26	14	2861204	2859354	2850136	2835382	2745608	2317028	39	385828	2860506	150654	100806	6	12	0.70
14672_2#26	14672_2#26.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	29	28	25	25	24	17	2790373	2789660	2784085	2784085	2770072	2512276	29	351423	2790373	155872	101069	6	12	0.57
14672_2#27	14672_2#27.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	29	28	24	24	22	15	2776038	2775679	2766254	2766254	2721651	2462860	28	603752	2775679	150588	108155	5	11	0.79
14672_2#28	14672_2#28.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	14	12	12	12	9	6	2816082	2815170	2815170	2815170	2753921	2652472	13	1020572	2815683	615992	570913	2	3	0.53
14672_2#2	14672_2#2.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	25	21	15	15	13	11	2858716	2856942	2839804	2839804	2801346	2723705	21	594480	2856942	345822	173093	4	6	1.12
14672_2#30	14672_2#30.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	32	32	28	27	25	14	2823001	2823001	2812629	2804855	2780095	2370164	32	579828	2823001	146350	87040	4	10	0.92
14672_2#33	14672_2#33.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	30	30	26	24	23	14	2802936	2802936	2792626	2778939	2755397	2439400	30	403693	2802936	156456	125449	6	11	0.64
14672_2#37	14672_2#37.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	31	30	26	25	22	14	2832164	2831605	2819363	2814187	2754618	2459532	31	489936	2832164	205061	108285	5	10	0.74
14672_2#40	14672_2#40.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	49	44	33	31	25	17	2838988	2835385	2807049	2791601	2680953	2399480	47	328268	2838136	139635	87033	7	13	1.52
14672_2#41	14672_2#41.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	32	28	27	26	22	14	2759276	2756916	2754236	2747410	2670380	2349926	30	414439	2758556	135775	89944	5	11	1.02
14672_2#42	14672_2#42.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	33	31	28	27	24	16	2860767	2859698	2851577	2844385	2788002	2496843	32	385627	2860411	166982	107964	6	12	0.77
14672_2#43	14672_2#43.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	46	42	35	33	28	20	2846603	2844457	2828792	2817392	2729639	2410587	44	329753	2845914	125544	60047	8	16	0.81
14672_2#46	14672_2#46.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	34	30	27	27	24	18	2790810	2788847	2781104	2781104	2718032	2498208	32	319378	2790104	150588	95597	7	13	0.65
14672_2#47	14672_2#47.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	56	34	31	29	26	19	2795600	2785299	2777159	2764772	2708093	2445533	42	384834	2790431	146134	79534	7	14	0.61
14672_2#49	14672_2#49.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	32	31	24	24	23	15	2824511	2823684	2805288	2805288	2790705	2469875	32	402748	2824511	174028	125559	6	10	0.74
14672_2#4	14672_2#4.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	40	36	32	30	25	19	2790392	2788407	2778122	2762695	2686505	2460262	37	427438	2789120	124271	87040	7	14	1.04
14672_2#50	14672_2#50.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	39	36	33	31	28	18	2855495	2853314	2847010	2832038	2765830	2413882	39	334566	2855495	125535	75824	7	14	0.77
14672_2#52	14672_2#52.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	42	40	31	30	27	18	2841727	2840097	2820533	2811247	2758120	2417370	42	264450	2841727	125541	101008	8	14	0.95
14672_2#53	14672_2#53.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	46	41	38	36	29	17	2987200	2984101	2975878	2965645	2844960	2455263	44	394026	2986436	151962	66420	7	14	1.37
14672_2#55	14672_2#55.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	39	33	28	28	23	18	2832238	2828359	2813940	2813940	2720880	2521623	37	286421	2831390	156824	108156	7	12	0.78
14672_2#56	14672_2#56.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	27	24	21	21	19	14	2803693	2802150	2793968	2793968	2745420	2558570	25	418984	2802863	156452	125446	5	10	1.00
14672_2#58	14672_2#58.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	44	33	29	29	25	17	2773437	2768586	2760583	2760583	2700193	2411172	36	399489	2770329	150693	87025	6	12	0.69
14672_2#59	14672_2#59.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	27	26	23	21	20	15	2791854	2791470	2783950	2771641	2750532	2573800	26	403782	2791470	326509	124107	4	9	0.68
14672_2#5	14672_2#5.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	35	31	27	24	21	15	2795039	2793109	2784182	2766803	2703193	2471711	32	403655	2793822	170712	108144	6	11	0.72
14672_2#60	14672_2#60.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	34	29	26	26	24	15	2831130	2828994	2820874	2820874	2783973	2465236	30	373889	2829707	178091	107962	6	11	0.85
14672_2#61	14672_2#61.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	18	15	15	15	14	11	2845117	2843745	2843745	2843745	2823491	2724162	16	996835	2844458	296882	210581	3	6	0.84
14672_2#63	14672_2#63.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	43	39	30	29	25	16	2840447	2838214	2818038	2808879	2751965	2409945	41	403844	2839630	155386	87025	6	12	1.62
14672_2#65	14672_2#65.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	21	12	9	9	8	6	2773324	2768920	2763764	2763764	2743016	2671724	15	1075634	2770949	789642	436076	2	3	0.43
14672_2#66	14672_2#66.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	49	36	32	30	26	19	2891597	2885543	2873119	2859953	2780380	2557617	40	412691	2888233	147198	83802	7	13	0.62
14672_2#68	14672_2#68.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	39	35	31	31	23	18	2843768	2841570	2830749	2830749	2687151	2499925	37	286245	2843093	145921	100854	7	14	1.48
14672_2#69	14672_2#69.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	33	28	24	24	21	15	2835247	2832052	2822625	2822625	2749616	2519707	31	607530	2834400	150738	108155	4	10	1.27
14672_2#6	14672_2#6.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	26	26	22	22	21	17	2791988	2791988	2781447	2781447	2757860	2604755	26	403976	2791988	174167	108000	6	11	0.72
14672_2#70	14672_2#70.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	42	35	28	26	23	15	2844590	2840698	2823452	2809767	2756725	2440778	38	588817	2842929	156947	107965	5	10	0.81
14672_2#71	14672_2#71.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	42	40	36	35	28	19	2841923	2840719	2830728	2825491	2694298	2356992	41	286464	2841567	124236	81943	9	16	0.74
14672_2#72	14672_2#72.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	36	31	28	27	24	17	2788725	2786562	2778822	2773584	2712145	2460326	32	403507	2787211	145920	97540	6	12	0.72
14672_2#73	14672_2#73.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	14	10	9	9	8	6	2770085	2768098	2766918	2766918	2746170	2674962	12	1042687	2769333	833248	353848	2	3	0.65
14672_2#74	14672_2#74.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	29	26	23	23	21	15	2790690	2789529	2782632	2782632	2738012	2499623	26	408443	2789529	170678	124218	5	10	0.61
14672_2#75	14672_2#75.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	34	34	30	28	22	15	2704440	2704440	2694164	2681804	2566196	2298881	34	317798	2704440	171952	79687	6	12	0.67
14672_2#76	14672_2#76.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	31	26	25	25	22	18	2774784	2772709	2769045	2769045	2708094	2575401	27	403998	2773247	173992	87314	6	11	0.76
14672_2#77	14672_2#77.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	35	30	26	26	23	13	2814760	2812627	2804693	2804693	2740324	2367748	31	531279	2813267	174032	110783	5	10	0.57
14672_2#78	14672_2#78.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	33	29	26	26	23	17	2799321	2797323	2789583	2789583	2742555	2513337	31	423768	2798543	150524	101097	6	12	0.75
14672_2#79	14672_2#79.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	37	31	28	27	21	15	2792782	2789921	2782737	2777711	2674416	2433882	34	386588	2791611	167870	100925	6	11	1.00
14672_2#7	14672_2#7.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	35	28	26	25	23	17	2788779	2785324	2779728	2772597	2727982	2500626	31	403946	2787320	145693	88367	6	12	0.50
14672_2#82	14672_2#82.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	34	31	27	26	25	15	2771717	2770177	2759131	2753943	2740094	2380345	32	400594	2770890	194620	86940	5	11	0.69
14672_2#84	14672_2#84.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	29	27	25	25	24	16	2785486	2784691	2779799	2779799	2758726	2456546	27	569835	2784691	145934	92439	5	10	0.68
14672_2#85	14672_2#85.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	32	31	27	26	22	17	2831430	2830947	2821557	2813113	2740513	2563176	31	372460	2830947	147014	108155	6	11	0.78
14672_2#86	14672_2#86.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	27	22	19	18	16	13	2779846	2777777	2773009	2767297	2727174	2634277	23	471807	2778490	203171	164988	5	9	0.43
14672_2#87	14672_2#87.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	33	31	26	26	23	19	2794943	2794014	2780354	2780354	2724533	2563699	31	565604	2794014	130906	108029	7	12	0.57
14672_2#88	14672_2#88.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	38	33	29	26	22	16	2722606	2720159	2711268	2691018	2618752	2374550	35	424208	2721420	146135	75192	6	11	0.85
14672_2#8	14672_2#8.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	34	31	26	26	25	18	2818625	2816603	2804898	2804898	2783432	2509969	33	334439	2818266	150593	87017	6	12	0.64
14672_2#90	14672_2#90.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	18	15	12	11	10	7	2814181	2812716	2803055	2794121	2769656	2670619	16	833262	2813351	602263	325974	2	4	0.75
14672_2#9	14672_2#9.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	34	33	29	29	25	18	2787423	2787063	2779081	2779081	2716092	2463324	33	351624	2787063	146134	87007	6	13	0.68
14893_8#13	14893_8#13.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	27	23	15	15	11	9	2786748	2785009	2766927	2766927	2700961	2613212	24	748952	2785615	467857	232690	3	5	0.90
14893_8#21	14893_8#21.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	16	12	12	12	11	8	2778836	2776989	2776989	2776989	2756732	2657338	13	699549	2777702	494547	466708	3	4	0.94
14893_8#6	14893_8#6.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	210	104	41	36	30	20	3016120	2955323	2839441	2805920	2703765	2327535	169	252475	3000556	125479	54082	9	19	1.97
14893_8#8	14893_8#8.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	194	58	32	30	24	17	2956577	2893815	2833024	2820399	2707051	2442838	100	479703	2921034	150716	67332	6	13	1.23
15049_1#10	15049_1#10.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	38	34	32	32	26	18	2817037	2815132	2810606	2810606	2706212	2420101	36	335652	2816331	139178	79581	7	14	1.03
15049_1#11	15049_1#11.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	31	28	26	26	22	15	2800496	2799156	2793618	2793618	2729471	2474978	29	531184	2799793	146353	114869	6	11	0.68
15049_1#12	15049_1#12.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	38	34	32	31	24	15	2815747	2813837	2809332	2804152	2675913	2362535	36	363558	2815041	156477	108194	7	12	0.71
15049_1#13	15049_1#13.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	34	32	28	26	21	15	2802052	2801383	2792378	2778736	2690980	2459389	32	326817	2801383	156493	114889	6	12	0.64
15049_1#14	15049_1#14.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	36	34	32	31	26	15	2818990	2817508	2812955	2807717	2725153	2314914	36	363963	2818990	156655	81474	6	12	0.92
15049_1#15	15049_1#15.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	37	34	31	31	26	18	2816245	2814941	2809399	2809399	2725930	2450699	35	303108	2815478	146064	108155	7	13	0.92
15049_1#16	15049_1#16.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	34	32	29	29	23	17	2802412	2801636	2793371	2793371	2688020	2455428	32	531086	2801636	145920	100686	6	12	0.79
15049_1#17	15049_1#17.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	38	33	31	31	28	18	2815524	2812926	2808418	2808418	2754721	2388191	36	363949	2814819	146069	79618	7	14	0.96
15049_1#18	15049_1#18.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	35	31	27	27	23	16	2801833	2800247	2791218	2791218	2727069	2461416	32	531326	2800795	161627	108125	5	11	0.57
15049_1#19	15049_1#19.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	39	32	30	30	26	15	2816965	2813779	2809280	2809280	2737740	2330783	34	335460	2815091	158473	79618	6	12	0.99
15049_1#1	15049_1#1.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	36	32	29	29	27	19	2803711	2802143	2794173	2794173	2761966	2466102	32	292471	2802143	125496	75683	7	14	1.00
