chromosome	TU_Id_mader2016	TU_strand_mader2016	TU_start_mader2016	TU_end_mader2016	TU_length_mader2016	TU_locus_tags_mader2016	TU_gene_names_mader2016	TU_ClcortreeUA_mader2016	TU_cds_length_mader2016	locus_tags_product_gff	locus_tags_type_gff	locus_tags_start_gff	locus_tags_end_gff	locus_tags_strand_gff	locus_tags_snpEff_locus_ids	TU_promoter_Id_mader2016	TU_promoter_start_mader2016	TU_promoter_end_mader2016	TU_promoter_length_mader2016
NCTC8325	U438	1	841613	843031	1419	new_841613_841799_1, SAOUHSC_00878	S363, ndh2	UA3	1209	-;conserved hypothetical protein	-;CDS	-;841799	-;843008	-;1	-;CDS_NCTC8325_841800_843008	U438_promoter_200bp	841413	841613	200
NCTC8325	U439	1	843097	844595	1499	SAOUHSC_00879	ampA	UA3	1476	probable cytosol aminopeptidase	CDS	843138	844614	1	CDS_NCTC8325_843139_844614	U439_promoter_200bp	842897	843097	200
NCTC8325	U440	1	844969	846720	1752	SAOUHSC_00880, SAOUHSC_00881	NA, NA	UA3	1692	conserved hypothetical protein;conserved hypothetical protein	CDS;CDS	845024;846359	846341;846734	1;1	CDS_NCTC8325_845025_846341;CDS_NCTC8325_846360_846734	U440_promoter_200bp	844769	844969	200
NCTC8325	U441	-1	846813	848005	1193	SAOUHSC_00882	NA	UA89	1155	conserved hypothetical protein	CDS	846789	847944	-1	CDS_NCTC8325_846790_847944	U441_promoter_200bp	848005	848205	200
NCTC8325	U442	-1	848173	853990	5818	SAOUHSC_00889, SAOUHSC_00888, SAOUHSC_00887, SAOUHSC_00886, SAOUHSC_00885, SAOUHSC_00884, SAOUHSC_00883	mnhA, mnhB, mnhC, mnhD, mnhE, mnhF, mnhG	UA3	5753	Na+/H+ antiporter subunit, putative;monovalent cation:proton antiporter subfamily, putative;Na+/H+ antiporter subunit, putative;Na+/H+ antiporter, MnhD component, putative;conserved hypothetical protein;Multiple resistance and pH regulation protein F (MrpF / PhaF) family, putative;monovalent cation/proton antiporter, MnhG/PhaG subunit subfamily, putative	CDS;CDS;CDS;CDS;CDS;CDS;CDS	851551;851130;850789;849300;848819;848526;848192	853957;851559;851119;850797;849299;848820;848549	-1;-1;-1;-1;-1;-1;-1	CDS_NCTC8325_851552_853957;CDS_NCTC8325_851131_851559;CDS_NCTC8325_850790_851119;CDS_NCTC8325_849301_850797;CDS_NCTC8325_848820_849299;CDS_NCTC8325_848527_848820;CDS_NCTC8325_848193_848549	U442_promoter_200bp	853990	854190	200
NCTC8325	U443	1	854491	855203	713	SAOUHSC_00891, new_855129_855246_1	NA, S365	UA3	594	peptidyl-prolyl cis-trans isomerase, cyclophilin-type, putative;-	CDS;-	854534;-	855128;-	1;-	CDS_NCTC8325_854535_855128;-	U443_promoter_200bp	854291	854491	200
NCTC8325	U444	-1	854004	854514	511	SAOUHSC_00890, new_853992_854087_-1	kapB, S364	UA3	384	conserved hypothetical protein;-	CDS;-	854087;-	854471;-	-1;-	CDS_NCTC8325_854088_854471;-	U444_promoter_200bp	854514	854714	200
NCTC8325	U445	1	855507	855968	462	new_855509_855576_1, SAOUHSC_00892	S366, NA	UA57	345	-;conserved hypothetical protein	-;CDS	-;855576	-;855921	-;1	-;CDS_NCTC8325_855577_855921	U445_promoter_200bp	855307	855507	200
NCTC8325	U446	-1	856146	856180	35	-	-	UA169	0	-	-	-	-	-	-	U446_promoter_200bp	856180	856380	200
NCTC8325	U447	1	856253	856376	124	SAOUHSC_00893	NA	UA75	1128	FMN oxidoreductase, putative	CDS	856282	857410	1	CDS_NCTC8325_856283_857410	U447_promoter_200bp	856053	856253	200
NCTC8325	U448	1	857551	860269	2719	new_857549_857682_1, SAOUHSC_00894, new_858909_859016_1, SAOUHSC_00895	S368, rocD, S369, gudB	UA36	2436	-;ornithine aminotransferase, putative;-;glutamate dehydrogenase, NAD-specific, putative	-;CDS;-;CDS	-;857717;-;859016	-;858908;-;860261	-;1;-;1	-;CDS_NCTC8325_857718_858908;-;CDS_NCTC8325_859017_860261	U448_promoter_200bp	857351	857551	200
NCTC8325	U449	1	857684	860252	2569	SAOUHSC_00894, new_858909_859016_1, SAOUHSC_00895	rocD, S369, gudB	UA170	2436	ornithine aminotransferase, putative;-;glutamate dehydrogenase, NAD-specific, putative	CDS;-;CDS	857717;-;859016	858908;-;860261	1;-;1	CDS_NCTC8325_857718_858908;-;CDS_NCTC8325_859017_860261	U449_promoter_200bp	857484	857684	200
NCTC8325	U450	-1	860736	861743	1008	SAOUHSC_00897	glpQ	UA83	930	conserved hypothetical protein	CDS	860763	861693	-1	CDS_NCTC8325_860764_861693	U450_promoter_200bp	861743	861943	200
NCTC8325	U451	-1	861943	864554	2612	SAOUHSC_00899, SAOUHSC_00898	argG, argH	UA171	2575	argininosuccinate synthase;argininosuccinate lyase	CDS;CDS	863303;861934	864509;863314	-1;-1	CDS_NCTC8325_863304_864509;CDS_NCTC8325_861935_863314	U451_promoter_200bp	864554	864754	200
NCTC8325	U452	1	864814	866253	1440	SAOUHSC_00900, new_866192_866286_1	pgi, S370	UA3	1332	glucose-6-phosphate isomerase;-	CDS;-	864859;-	866191;-	1;-	CDS_NCTC8325_864860_866191;-	U452_promoter_200bp	864614	864814	200
NCTC8325	U453	1	866404	868208	1805	new_866406_866515_1, SAOUHSC_00901, SAOUHSC_00902, new_867621_867743_1, SAOUHSC_00903	S371, NA, spsA, S372, spsB	UA3	1569	-;conserved hypothetical protein;Signal peptidase IA, putative;-;Signal peptidase IB, putative	-;CDS;CDS;-;CDS	-;866515;867095;-;867743	-;867091;867620;-;868211	-;1;1;-;1	-;CDS_NCTC8325_866516_867091;CDS_NCTC8325_867096_867620;-;CDS_NCTC8325_867744_868211	U453_promoter_200bp	866204	866404	200
NCTC8325	U454	1	868344	875620	7277	SAOUHSC_00904, SAOUHSC_00905, new_875502_875622_1	addB, addA, S373	UA10	7131	exonuclease RexB, putative;ATP-dependent nuclease subunit A, putative;-	CDS;CDS;-	868370;871847;-	871847;875501;-	1;1;-	CDS_NCTC8325_868371_871847;CDS_NCTC8325_871848_875501;-	U454_promoter_200bp	868144	868344	200
NCTC8325	U455	1	875624	876555	932	SAOUHSC_00906	NA	UA1	903	conserved hypothetical protein	CDS	875666	876569	1	CDS_NCTC8325_875667_876569	U455_promoter_200bp	875424	875624	200
NCTC8325	U457	-1	877396	879699	2304	SAOUHSC_00909, SAOUHSC_00908	NA, cdr	UA3	2142	conserved hypothetical protein;coenzyme A disulfide reductase, putative	CDS;CDS	878825;877457	879650;878774	-1;-1	CDS_NCTC8325_878826_879650;CDS_NCTC8325_877458_878774	U457_promoter_200bp	879699	879899	200
NCTC8325	U458	1	879721	880142	422	new_879721_879805_1, SAOUHSC_00910, new_880073_880178_1	S376, NA, S377	UA75	267	-;conserved hypothetical protein;-	-;CDS;-	-;879805;-	-;880072;-	-;1;-	-;CDS_NCTC8325_879806_880072;-	U458_promoter_200bp	879521	879721	200
NCTC8325	U459	1	882470	882522	53	new_882471_882539_1	S378	UA12	0	-	-	-	-	-	-	U459_promoter_200bp	882270	882470	200
NCTC8325	U460	1	882541	885463	2923	new_882541_882635_1, SAOUHSC_00912, new_885279_885510_1	S379, clpB, S380	UA107	2610	-;ATP-dependent Clp protease, ATP-binding subunit ClpB;-	-;CDS;-	-;882635;-	-;885245;-	-;1;-	-;CDS_NCTC8325_882636_885245;-	U460_promoter_200bp	882341	882541	200
NCTC8325	U462	1	889923	890427	505	SAOUHSC_00918	NA	UA172	435	truncated MHC class II analog protein	CDS	889973	890408	1	CDS_NCTC8325_889974_890408	U462_promoter_200bp	889723	889923	200
NCTC8325	U463	-1	890554	890896	343	SAOUHSC_00919	NA	UA75	186	conserved hypothetical protein	CDS	890664	890850	-1	CDS_NCTC8325_890665_890850	U463_promoter_200bp	890896	891096	200
NCTC8325	U464	1	891096	893334	2239	SAOUHSC_00920, SAOUHSC_00921	fabH, fabF	UA3	2187	conserved hypothetical protein;3-oxoacyl-synthase, putative	CDS;CDS	891144;892097	892086;893342	1;1	CDS_NCTC8325_891145_892086;CDS_NCTC8325_892098_893342	U464_promoter_200bp	890896	891096	200
NCTC8325	U465	1	892008	893317	1310	SAOUHSC_00921	fabF	UA8	1245	3-oxoacyl-synthase, putative	CDS	892097	893342	1	CDS_NCTC8325_892098_893342	U465_promoter_200bp	891808	892008	200
NCTC8325	U466	-1	893478	893812	335	SAOUHSC_00922	NA	UA75	372	conserved hypothetical protein	CDS	893396	893768	-1	CDS_NCTC8325_893397_893768	U466_promoter_200bp	893812	894012	200
NCTC8325	U467	1	893924	899709	5786	new_893929_894010_1, SAOUHSC_00923, SAOUHSC_00924, SAOUHSC_00925, SAOUHSC_00926, SAOUHSC_00927	S382, oppB, oppC, oppD, oppF, oppA	UA6	5667	-;conserved hypothetical protein;conserved hypothetical protein;conserved hypothetical protein;oligopeptide ABC transporter, ATP-binding protein, putative;oligopeptide ABC transporter, substrate-binding protein, putative	-;CDS;CDS;CDS;CDS;CDS	-;894010;894936;896023;897095;898055	-;894937;896007;897106;898037;899711	-;1;1;1;1;1	-;CDS_NCTC8325_894011_894937;CDS_NCTC8325_894937_896007;CDS_NCTC8325_896024_897106;CDS_NCTC8325_897096_898037;CDS_NCTC8325_898056_899711	U467_promoter_200bp	893724	893924	200
NCTC8325	U469	-1	905565	906582	1018	SAOUHSC_00933	trpS	UA3	990	tryptophanyl-tRNA synthetase	CDS	905547	906537	-1	CDS_NCTC8325_905548_906537	U469_promoter_200bp	906582	906782	200
NCTC8325	U470	1	906604	908328	1725	new_906611_906734_1, new_906736_906831_1, SAOUHSC_00934, new_907294_907399_1, new_907401_907493_1, new_907495_907597_1, SAOUHSC_00935	S383, S384, spxA, S385, S386, S387, mecA2	UA130	1116	-;-;conserved hypothetical protein;-;-;-;conserved hypothetical protein	-;-;CDS;-;-;-;CDS	-;-;906831;-;-;-;907597	-;-;907227;-;-;-;908317	-;-;1;-;-;-;1	-;-;CDS_NCTC8325_906832_907227;-;-;-;CDS_NCTC8325_907598_908317	U470_promoter_200bp	906404	906604	200
NCTC8325	U472	1	906736	908311	1576	new_906736_906831_1, SAOUHSC_00934, new_907294_907399_1, new_907401_907493_1, new_907495_907597_1, SAOUHSC_00935	S384, spxA, S385, S386, S387, mecA2	UA152	1116	-;conserved hypothetical protein;-;-;-;conserved hypothetical protein	-;CDS;-;-;-;CDS	-;906831;-;-;-;907597	-;907227;-;-;-;908317	-;1;-;-;-;1	-;CDS_NCTC8325_906832_907227;-;-;-;CDS_NCTC8325_907598_908317	U472_promoter_200bp	906536	906736	200
NCTC8325	U473	1	907401	908328	928	new_907401_907493_1, new_907495_907597_1, SAOUHSC_00935	S386, S387, mecA2	UA174	720	-;-;conserved hypothetical protein	-;-;CDS	-;-;907597	-;-;908317	-;-;1	-;-;CDS_NCTC8325_907598_908317	U473_promoter_200bp	907201	907401	200
NCTC8325	U474	1	907495	908328	834	new_907495_907597_1, SAOUHSC_00935	S387, mecA2	UA175	720	-;conserved hypothetical protein	-;CDS	-;907597	-;908317	-;1	-;CDS_NCTC8325_907598_908317	U474_promoter_200bp	907295	907495	200
NCTC8325	U475	1	909432	911677	2246	SAOUHSC_00937, new_911281_911366_1, new_911368_911465_1, new_911467_911719_1	pepF, S388, S389, S390	UA3	1809	oligoendopeptidase F;-;-;-	CDS;-;-;-	909471;-;-;-	911280;-;-;-	1;-;-;-	CDS_NCTC8325_909472_911280;-;-;-	U475_promoter_200bp	909232	909432	200
NCTC8325	U476	1	911368	911677	310	new_911368_911465_1, new_911467_911719_1	S389, S390	UA176	0	-;-	-;-	-;-	-;-	-;-	-;-	U476_promoter_200bp	911168	911368	200
NCTC8325	U477	-1	911770	912994	1225	new_912887_912994_-1, SAOUHSC_00939, SAOUHSC_00938	S391, NA, yjbM	UA177	1125	-;conserved hypothetical protein;conserved hypothetical protein	-;CDS;CDS	-;912568;911739	-;912886;912546	-;-1;-1	-;CDS_NCTC8325_912569_912886;CDS_NCTC8325_911740_912546	U477_promoter_200bp	912994	913194	200
NCTC8325	U478	-1	911770	913679	1910	SAOUHSC_00940, new_912887_912994_-1, SAOUHSC_00939, SAOUHSC_00938	NA, S391, NA, yjbM	UA178	1719	conserved hypothetical protein;-;conserved hypothetical protein;conserved hypothetical protein	CDS;-;CDS;CDS	913037;-;912568;911739	913631;-;912886;912546	-1;-;-1;-1	CDS_NCTC8325_913038_913631;-;CDS_NCTC8325_912569_912886;CDS_NCTC8325_911740_912546	U478_promoter_200bp	913679	913879	200
NCTC8325	U479	1	913785	920789	7005	SAOUHSC_00941, SAOUHSC_00942, SAOUHSC_00943, SAOUHSC_00944, SAOUHSC_00945, SAOUHSC_00946, new_919754_919937_1, new_919939_920030_1, SAOUHSC_00947	NA, relQ, ppnK, NA, mgtE, NA, S392, S393, fabI	UA3	6647	conserved hypothetical protein;GTP pyrophosphokinase, putative;ATP-NAD kinase, putative;conserved hypothetical protein;magnesium transporter;conserved hypothetical protein;-;-;enoyl-(acyl-carrier-protein) reductase	CDS;CDS;CDS;CDS;CDS;CDS;-;-;CDS	913816;914180;914832;915638;916513;917908;-;-;920030	914164;914816;915642;916493;917899;919753;-;-;920801	1;1;1;1;1;1;-;-;1	CDS_NCTC8325_913817_914164;CDS_NCTC8325_914181_914816;CDS_NCTC8325_914833_915642;CDS_NCTC8325_915639_916493;CDS_NCTC8325_916514_917899;CDS_NCTC8325_917909_919753;-;-;CDS_NCTC8325_920031_920801	U479_promoter_200bp	913585	913785	200
NCTC8325	U480	1	919939	920789	851	new_919939_920030_1, SAOUHSC_00947	S393, fabI	UA3	771	-;enoyl-(acyl-carrier-protein) reductase	-;CDS	-;920030	-;920801	-;1	-;CDS_NCTC8325_920031_920801	U480_promoter_200bp	919739	919939	200
NCTC8325	U481	-1	921664	921698	35	-	-	UA136	0	-	-	-	-	-	-	U481_promoter_200bp	921698	921898	200
NCTC8325	U482	-1	920984	922127	1144	SAOUHSC_00948	NA	UA3	1086	conserved hypothetical protein	CDS	920995	922081	-1	CDS_NCTC8325_920996_922081	U482_promoter_200bp	922127	922327	200
NCTC8325	U483	1	922387	925634	3248	SAOUHSC_00949, new_923992_924094_1, SAOUHSC_00950, SAOUHSC_00951	NA, S394, NA, NA	UA6	2838	conserved hypothetical protein;-;conserved hypothetical protein;conserved hypothetical protein	CDS;-;CDS;CDS	922422;-;924132;925084	923991;-;924891;925594	1;-;1;1	CDS_NCTC8325_922423_923991;-;CDS_NCTC8325_924133_924891;CDS_NCTC8325_925085_925594	U483_promoter_200bp	922187	922387	200
NCTC8325	U484	1	924096	925617	1522	SAOUHSC_00950, SAOUHSC_00951	NA, NA	UA179	1269	conserved hypothetical protein;conserved hypothetical protein	CDS;CDS	924132;925084	924891;925594	1;1	CDS_NCTC8325_924133_924891;CDS_NCTC8325_925085_925594	U484_promoter_200bp	923896	924096	200
NCTC8325	U485	1	925040	925634	595	SAOUHSC_00951	NA	UA4	510	conserved hypothetical protein	CDS	925084	925594	1	CDS_NCTC8325_925085_925594	U485_promoter_200bp	924840	925040	200
NCTC8325	U487	-1	925693	928277	2585	new_928051_928277_-1, SAOUHSC_00953, SAOUHSC_00952	S396, NA, ltaA	UA180	2344	-;conserved hypothetical protein;conserved hypothetical protein	-;CDS;CDS	-;926874;925706	-;928050;926915	-;-1;-1	-;CDS_NCTC8325_926875_928050;CDS_NCTC8325_925707_926915	U487_promoter_200bp	928277	928477	200
NCTC8325	U488	1	928286	928439	154	new_928286_928454_1	S397	UA3	0	-	-	-	-	-	-	U488_promoter_200bp	928086	928286	200
NCTC8325	U489	1	928456	932859	4404	SAOUHSC_00954, SAOUHSC_00955, SAOUHSC_00956, new_931771_931849_1, new_931851_932071_1, SAOUHSC_00957	murE, NA, prfC, S398, S399, NA	UA3	4092	UDP-N-acetylmuramoylalanyl-D-glutamate--2, 6-diaminopimelate ligase;conserved hypothetical protein;peptide chain release factor 3;-;-;conserved hypothetical protein	CDS;CDS;CDS;-;-;CDS	928482;929947;930207;-;-;932071	929964;930208;931770;-;-;932875	1;1;1;-;-;1	CDS_NCTC8325_928483_929964;CDS_NCTC8325_929948_930208;CDS_NCTC8325_930208_931770;-;-;CDS_NCTC8325_932072_932875	U489_promoter_200bp	928256	928456	200
NCTC8325	U490	1	931851	932876	1026	new_931851_932071_1, SAOUHSC_00957	S399, NA	UA3	804	-;conserved hypothetical protein	-;CDS	-;932071	-;932875	-;1	-;CDS_NCTC8325_932072_932875	U490_promoter_200bp	931651	931851	200
NCTC8325	U491	1	933080	936735	3656	SAOUHSC_00958, SAOUHSC_00959	htrA, NA	UA3	3684	serine protease HtrA, putative;conserved hypothetical protein	CDS;CDS	933093;935434	935418;936793	1;1	CDS_NCTC8325_933094_935418;CDS_NCTC8325_935435_936793	U491_promoter_200bp	932880	933080	200
NCTC8325	U492	1	936905	938452	1548	SAOUHSC_00960	NA	UA1	1512	conserved hypothetical protein	CDS	936931	938443	1	CDS_NCTC8325_936932_938443	U492_promoter_200bp	936705	936905	200
NCTC8325	U494	-1	939004	939565	562	new_939461_939565_-1, SAOUHSC_00961	S400, comK	UA83	531	-;conserved hypothetical protein	-;CDS	-;938929	-;939460	-;-1	-;CDS_NCTC8325_938930_939460	U494_promoter_200bp	939565	939765	200
NCTC8325	U495	1	939665	939931	267	SAOUHSC_00962	NA	UA134	219	conserved hypothetical protein	CDS	939708	939927	1	CDS_NCTC8325_939709_939927	U495_promoter_200bp	939465	939665	200
NCTC8325	U496	-1	940092	941029	938	SAOUHSC_00963	NA	UA3	987	lipoyltransferase and lipoate-protein ligase, putative	CDS	940007	940994	-1	CDS_NCTC8325_940008_940994	U496_promoter_200bp	941029	941229	200
NCTC8325	U497	1	941150	941971	822	SAOUHSC_00964, SAOUHSC_00965	NA, NA	UA3	780	conserved hypothetical protein;conserved hypothetical protein	CDS;CDS	941192;941383	941369;941986	1;1	CDS_NCTC8325_941193_941369;CDS_NCTC8325_941384_941986	U497_promoter_200bp	940950	941150	200
NCTC8325	U498	1	942141	942311	171	new_942141_942256_1, SAOUHSC_00966	S402, NA	UA182	108	-;conserved hypothetical protein	-;CDS	-;942256	-;942364	-;1	-;CDS_NCTC8325_942257_942364	U498_promoter_200bp	941941	942141	200
NCTC8325	U499	-1	941792	942878	1087	new_941748_942863_-1	S401	UA14	0	-	-	-	-	-	-	U499_promoter_200bp	942878	943078	200
NCTC8325	U500	1	942955	946255	3301	new_943005_943329_1, SAOUHSC_00968, SAOUHSC_00969, SAOUHSC_00970	S403, NA, NA, NA	UA6	2924	-;conserved hypothetical protein;conserved hypothetical protein;ABC transporter, ATP-binding protein, putative	-;CDS;CDS;CDS	-;943329;945296;945613	-;945294;945617;946255	-;1;1;1	-;CDS_NCTC8325_943330_945294;CDS_NCTC8325_945297_945617;CDS_NCTC8325_945614_946255	U500_promoter_200bp	942755	942955	200
NCTC8325	U501	-1	946348	946665	318	SAOUHSC_00971	NA	UA93	291	conserved hypothetical protein	CDS	946342	946633	-1	CDS_NCTC8325_946343_946633	U501_promoter_200bp	946665	946865	200
NCTC8325	U502	1	946866	948635	1770	SAOUHSC_00972, SAOUHSC_00973, SAOUHSC_00974	NA, NA, NA	UA3	1771	conserved hypothetical protein;conserved hypothetical protein;glycosyl transferase, group 1	CDS;CDS;CDS	946911;947204;947904	947199;947912;948687	1;1;1	CDS_NCTC8325_946912_947199;CDS_NCTC8325_947205_947912;CDS_NCTC8325_947905_948687	U502_promoter_200bp	946666	946866	200
NCTC8325	U503	-1	948745	949183	439	SAOUHSC_00975	NA	UA3	357	conserved hypothetical protein	CDS	948775	949132	-1	CDS_NCTC8325_948776_949132	U503_promoter_200bp	949183	949383	200
NCTC8325	U504	1	949578	949859	282	SAOUHSC_00976	NA	UA183	864	conserved hypothetical protein	CDS	949715	950579	1	CDS_NCTC8325_949716_950579	U504_promoter_200bp	949378	949578	200
NCTC8325	U505	-1	950632	950785	154	SAOUHSC_00977	NA	UA76	132	conserved hypothetical protein	CDS	950624	950756	-1	CDS_NCTC8325_950625_950756	U505_promoter_200bp	950785	950985	200
NCTC8325	U506	-1	950632	951069	438	SAOUHSC_00978, SAOUHSC_00977	NA, NA	UA184	423	conserved hypothetical protein;conserved hypothetical protein	CDS;CDS	950819;950624	951110;950756	-1;-1	CDS_NCTC8325_950820_951110;CDS_NCTC8325_950625_950756	U506_promoter_200bp	951069	951269	200
NCTC8325	U507	1	951151	951729	579	SAOUHSC_00979	NA	UA16	552	conserved hypothetical protein	CDS	951199	951751	1	CDS_NCTC8325_951200_951751	U507_promoter_200bp	950951	951151	200
NCTC8325	U508	1	952766	957543	4778	new_952766_952866_1, SAOUHSC_00981, new_952996_953071_1, SAOUHSC_00982, SAOUHSC_00983, SAOUHSC_00984, SAOUHSC_00985	S404, NA, S405, NA, menD, NA, menB	UA3	4581	-;conserved hypothetical protein;-;conserved hypothetical protein;2-succinyl-6-hydroxy-2, 4-cyclohexadiene-1-carboxylic acid synthase/2-oxoglutarate decarboxylase;conserved hypothetical protein;enoyl-CoA hydratase/isomerase family protein, putative	-;CDS;-;CDS;CDS;CDS;CDS	-;952890;-;953071;954269;955929;956725	-;952995;-;954283;955943;956733;957547	-;1;-;1;1;1;1	-;CDS_NCTC8325_952891_952995;-;CDS_NCTC8325_953072_954283;CDS_NCTC8325_954270_955943;CDS_NCTC8325_955930_956733;CDS_NCTC8325_956726_957547	U508_promoter_200bp	952566	952766	200
NCTC8325	U509	-1	951805	952789	985	SAOUHSC_00980	menA	UA3	939	conserved hypothetical protein	CDS	951801	952740	-1	CDS_NCTC8325_951802_952740	U509_promoter_200bp	952789	952989	200
NCTC8325	U510	1	952868	957543	4676	SAOUHSC_00981, new_952996_953071_1, SAOUHSC_00982, SAOUHSC_00983, SAOUHSC_00984, SAOUHSC_00985	NA, S405, NA, menD, NA, menB	UA3	4581	conserved hypothetical protein;-;conserved hypothetical protein;2-succinyl-6-hydroxy-2, 4-cyclohexadiene-1-carboxylic acid synthase/2-oxoglutarate decarboxylase;conserved hypothetical protein;enoyl-CoA hydratase/isomerase family protein, putative	CDS;-;CDS;CDS;CDS;CDS	952890;-;953071;954269;955929;956725	952995;-;954283;955943;956733;957547	1;-;1;1;1;1	CDS_NCTC8325_952891_952995;-;CDS_NCTC8325_953072_954283;CDS_NCTC8325_954270_955943;CDS_NCTC8325_955930_956733;CDS_NCTC8325_956726_957547	U510_promoter_200bp	952668	952868	200
NCTC8325	U511	-1	959472	959591	120	-	-	UA185	0	-	-	-	-	-	-	U511_promoter_200bp	959591	959791	200
NCTC8325	U513	-1	960968	962166	1199	SAOUHSC_00989	NA	UA6	1155	conserved hypothetical protein	CDS	960953	962108	-1	CDS_NCTC8325_960954_962108	U513_promoter_200bp	962166	962366	200
NCTC8325	U514	-1	961172	963360	2189	SAOUHSC_00991, SAOUHSC_00989	NA, NA	UA3	2166	conserved hypothetical protein;conserved hypothetical protein	CDS;CDS	962303;960953	963314;962108	-1;-1	CDS_NCTC8325_962304_963314;CDS_NCTC8325_960954_962108	U514_promoter_200bp	963360	963560	200
NCTC8325	U515	1	963425	963918	494	SAOUHSC_00992	NA	UA186	420	transcriptional regulator, MarR family, putative	CDS	963466	963886	1	CDS_NCTC8325_963467_963886	U515_promoter_200bp	963225	963425	200
NCTC8325	U516	-1	964079	967899	3821	SAOUHSC_00994	atl	UA187	3771	bifunctional autolysin precursor, putative	CDS	964092	967863	-1	CDS_NCTC8325_964093_967863	U516_promoter_200bp	967899	968099	200
NCTC8325	U517	-1	964079	968165	4087	new_967901_968090_-1, SAOUHSC_00994	S406, atl	UA12	3771	-;bifunctional autolysin precursor, putative	-;CDS	-;964092	-;967863	-;-1	-;CDS_NCTC8325_964093_967863	U517_promoter_200bp	968165	968365	200
NCTC8325	U518	-1	967921	968574	654	SAOUHSC_00995, new_967901_968090_-1	NA, S406	UA3	435	conserved hypothetical protein;-	CDS;-	968090;-	968525;-	-1;-	CDS_NCTC8325_968091_968525;-	U518_promoter_200bp	968574	968774	200
NCTC8325	U519	-1	968686	970525	1840	new_970416_970525_-1, SAOUHSC_00997, SAOUHSC_00996	S407, NA, NA	UA3	1689	-;conserved hypothetical protein;conserved hypothetical protein	-;CDS;CDS	-;969197;968679	-;970415;969150	-;-1;-1	-;CDS_NCTC8325_969198_970415;CDS_NCTC8325_968680_969150	U519_promoter_200bp	970525	970725	200
NCTC8325	U520	1	970665	972044	1380	new_970701_970865_1, SAOUHSC_00998	S408, fmtA	UA60	1194	-;fmt protein, putative	-;CDS	-;970865	-;972059	-;1	-;CDS_NCTC8325_970866_972059	U520_promoter_200bp	970465	970665	200
NCTC8325	U521	1	970701	972044	1344	new_970701_970865_1, SAOUHSC_00998	S408, fmtA	UA3	1194	-;fmt protein, putative	-;CDS	-;970865	-;972059	-;1	-;CDS_NCTC8325_970866_972059	U521_promoter_200bp	970501	970701	200
NCTC8325	U523	-1	972596	976621	4026	SAOUHSC_01002, SAOUHSC_01001, SAOUHSC_01000, SAOUHSC_00999	qoxA, qoxB, qoxC, qoxD	UA3	3963	quinol oxidase AA3, subunit II, putative;quinol oxidase, subunit I;cytochrome c oxidase subunit III, putative;quinol oxidase, subunit IV, putative	CDS;CDS;CDS;CDS	975465;973477;972882;972595	976566;975466;973488;972874	-1;-1;-1;-1	CDS_NCTC8325_975466_976566;CDS_NCTC8325_973478_975466;CDS_NCTC8325_972883_973488;CDS_NCTC8325_972596_972874	U523_promoter_200bp	976621	976821	200
